0	19.6796875
100	20.6484375
200	21.640625
300	22.47265625
400	23.05078125
500	23.33984375
600	24.69921875
700	25.140625
800	26.84765625
900	27.75
1000	27.38671875
1100	27.62890625
1200	28.578125
1300	29.0859375
1400	29.26953125
1500	30.32421875
1600	30.34765625
1700	31.12890625
1800	31.515625
1900	31.9375
2000	33.78125
2100	34.140625
2200	34.8359375
2300	35.1484375
2400	35.75
2500	36.49609375
2600	36.86328125
2700	24.6953125
2800	38.2578125
2900	38.92578125
3000	39.296875
3100	39.85546875
3200	40.59375
3300	41.0
3400	41.34765625
3500	42.4453125
3600	43.04296875
3700	43.77734375
3800	43.99609375
3900	44.6796875
4000	45.80859375
4100	46.70703125
4200	47.2109375
4300	47.83984375
4400	47.7578125
4500	28.49609375
4600	48.36328125
4700	49.171875
4800	49.5546875
4900	50.015625
5000	50.76171875
5100	51.20703125
5200	52.15234375
5300	52.5859375
5400	53.03515625
5500	55.0234375
5600	54.9609375
5700	30.609375
5800	55.80859375
5900	57.64453125
6000	58.00390625
6100	58.6796875
6200	58.9609375
6300	59.83984375
6400	59.98046875
6500	61.3203125
6600	61.90625
6700	62.13671875
6800	65.109375
6900	65.484375
7000	63.54296875
7100	64.21875
7200	65.19921875
7300	68.62109375
7400	33.9765625
7500	69.7734375
7600	70.359375
7700	71.05078125
7800	71.484375
7900	72.44921875
8000	70.5859375
8100	70.8984375
8200	71.6875
8300	72.26953125
8400	73.71875
8500	73.4921875
8600	73.9609375
8700	74.890625
8800	75.34375
8900	75.7265625
9000	76.625
9100	77.16796875
9200	77.6328125
9300	37.6015625
9400	79.265625
9500	80.3671875
9600	80.5859375
9700	81.421875
9800	81.48828125
9900	82.1796875
10000	82.8984375
11000	88.796875
12000	95.32421875
13000	100.9140625
14000	114.16015625
15000	120.24609375
16000	122.5859375
17000	127.91015625
18000	133.4296875
19000	141.03125
20000	146.33984375
21000	149.828125
22000	156.66796875
23000	163.78515625
24000	180.66796875
25000	177.06640625
35000	240.7109375
45000	301.34765625
55000	390.9375
65000	428.6640625
75000	488.546875
85000	550.21875
